序號,縣市,統一編號,營業人名稱,營業人地址,稽徵機關,開始適用日期,停止適用日期,營業狀況,接受行動支付工具,行業代號,行業代號名稱,行業代號1,行業代號名稱1,行業代號2,行業代號名稱2,行業代號3,行業代號名稱3,資料集日期
000146,臺中市,05889693,九龍農產行,臺中市新社區協成里５鄰協中街１１９號,東勢稽徵所,1070614,,營業中,台灣Pay,472999,未分類其他食品、飲料及菸草製品零售,464999,未分類其他機械器具批發,,,,,20211026
000147,臺中市,05889785,中視隱形眼鏡行,臺中市東勢區北興里豐勢路５１７號１樓,東勢稽徵所,1100924,,營業中,台灣Pay,474412,眼鏡及其零配件零售,,,,,,,20211026
000148,臺中市,05889785,中視隱形眼鏡行,臺中市東勢區北興里豐勢路５１７號１樓,東勢稽徵所,1101021,,營業中,感應付款-信用卡或金融卡,474412,眼鏡及其零配件零售,,,,,,,20211026
000149,臺中市,05894865,月牙泉茶坊,臺中市東勢區中寧里豐勢路４７１號１至２樓,東勢稽徵所,1101013,,營業中,台灣Pay,563111,冰果店、冷（熱）飲店,563113,茶藝館,,,,,20211026
000150,臺中市,05897841,木禾飯包,臺中市東勢區新盛里東關路７段１７５號１樓,東勢稽徵所,1071228,,營業中,台灣Pay,472929,餐盒零售,,,,,,,20211026
000151,彰化縣,05951942,大成行,彰化縣鹿港鎮永安里鹿和路１段６號,彰化分局,1080716,,營業中,台灣Pay,481014,居家修繕用品零售,,,,,,,20211026
000152,彰化縣,06009703,鈺淇個人美容坊,彰化縣北斗鎮新政里００５鄰三民街８８號,北斗稽徵所,1081121,,營業中,台灣Pay,962299,其他美容美體服務,475299,其他化粧品零售,,,,,20211026
000153,彰化縣,06020926,八美商店,彰化縣溪湖鎮光平里００６鄰彰水路三段５００巷６號１樓,員林稽徵所,1081212,,營業中,台灣Pay,969018,刻印章,959917,開鎖及配鎖,485220,寵物零售,,,20211026
000154,臺中市,06043815,莊氏文具行,臺中市東　區富仁里練武路１３，１５號１樓,大智稽徵所,1081203,,營業中,台灣Pay,476111,文具零售,969018,刻印章,,,,,20211026
000155,臺中市,06070538,春仔摩托工作室,臺中市東　區東興里建成路８１９，８２１號,大智稽徵所,1070402,,營業中,台灣Pay,484314,機車零件、機車百貨零售,959100,機車維修,484211,全新機車零售,,,20211026
000156,臺中市,06070684,新巧自助餐,臺中市南　區平和里南平路１２０號１樓,大智稽徵所,1080926,,營業中,台灣Pay,472929,餐盒零售,,,,,,,20211026
000157,南投縣,06107401,林園茶行,南投縣埔里鎮大城里中山路３段５３０號１樓,埔里稽徵所,1090417,,營業中,台灣Pay,472915,茶葉零售,,,,,,,20211026
000158,南投縣,06154749,新榮泰金香行,南投縣竹山鎮延祥里集山路三段２０９號,竹山稽徵所,1081105,,營業中,台灣Pay,485212,宗教、喪葬用品零售,,,,,,,20211026
000159,雲林縣,06198248,二頭海產部,雲林縣口湖鄉下崙村漁港路２６０號,北港稽徵所,1080625,,營業中,台灣Pay,561115,餐館、餐廳,,,,,,,20211026
000160,雲林縣,06201573,立喜食品行,雲林縣北港鎮共榮里中正路６３號,北港稽徵所,1081106,,營業中,台灣Pay,472922,西點麵包零售,,,,,,,20211026
000161,雲林縣,06216251,宏興汽車車業行,雲林縣虎尾鎮新興里新生路４３號１樓,虎尾稽徵所,1070619,,營業中,台灣Pay,474114,通用電池零售,951199,其他汽車維修,,,,,20211026
000162,雲林縣,06220255,今日蛋糕麵包店,雲林縣虎尾鎮西安里中正路３２３號,虎尾稽徵所,1070801,,營業中,台灣Pay,472922,西點麵包零售,,,,,,,20211026
000163,雲林縣,06225033,巧園,雲林縣虎尾鎮新興里福民路９３號,虎尾稽徵所,1070501,,非營業中,台灣Pay,561112,便當、自助餐店,561113,麵店、小吃店,,,,,20211026
000164,嘉義市,06257288,裕發棉被店,嘉義市東　區太平里博東路１５２巷１０６弄３號１樓,嘉義市分局,1090604,,營業中,台灣Pay,474311,寢具零售,473916,雨衣、雨鞋零售,820914,包裝承攬服務,,,20211026
000165,嘉義市,06262661,永明汽車電機行,嘉義市東　區圳頭里林森東路５０６號１樓,嘉義市分局,1081225,,營業中,台灣Pay,951199,其他汽車維修,,,,,,,20211026
000166,嘉義縣,06286798,敬義堂企業社,嘉義縣中埔鄉金蘭村１１鄰頂山門１１之１號,嘉義縣分局,1100113,,營業中,台灣Pay,474999,未分類其他家用器具及用品零售,475112,西藥零售,475299,其他化粧品零售,,,20211026
000167,嘉義縣,06293329,統帥精品企業社,嘉義縣民雄鄉東榮村１０鄰民生路８號,民雄稽徵所,1081226,,營業中,台灣Pay,474412,眼鏡及其零配件零售,475113,醫療耗材零售,476299,其他運動用品及器材零售,476399,其他玩具及娛樂用品零售,20211026
000168,嘉義縣,06342102,中南部佛俱中心,嘉義縣六腳鄉蒜頭村１８８－６號附１,嘉義縣分局,1071107,,營業中,台灣Pay,469920,雕塑品批發,485218,雕塑品零售,339999,未分類其他工業製品製造,,,20211026
000169,嘉義縣,06354943,珮汶美容院,嘉義縣朴子市文化里１８鄰南通路３段７７５號,嘉義縣分局,1070419,,營業中,台灣Pay,475299,其他化粧品零售,962299,其他美容美體服務,,,,,20211026
000170,臺南市,06378558,西園日本料理,臺南市北　區和順里臨安路２段２５１號１樓,臺南分局,1070509,,營業中,台灣Pay,561115,餐館、餐廳,,,,,,,20211026
000171,臺南市,06488393,漢璞比薩茶坊,臺南市東　區新東里林森路２段８６號１﹒２樓,臺南分局,1081016,,營業中,台灣Pay,563111,冰果店、冷（熱）飲店,,,,,,,20211026
000172,臺南市,06531878,阿佳企業行,臺南市安南區梅花里安中路１段７１５號,安南稽徵所,1081014,,營業中,台灣Pay,472936,檳榔零售,453999,未分類其他農產原料批發,,,,,20211026
000173,臺南市,06545015,聯發碾米工廠,臺南市後壁區上茄苳里５鄰上茄苳４８－３號,新營分局,1070823,,營業中,台灣Pay,086111,代客碾穀,472924,稻米零售,453112,豆類、麥類及其他雜糧批發,469999,其他未分類專賣批發,20211026
000174,臺南市,06545628,桂花堂,臺南市新營區民權里仁愛街１２７號,新營分局,1081030,,營業中,台灣Pay,472915,茶葉零售,474927,陶瓷器皿及餐具零售,,,,,20211026
000175,臺南市,06564363,展利機車材料行,臺南市新營區民權里民權路９２之２號,新營分局,1101004,,營業中,台灣Pay,484314,機車零件、機車百貨零售,959100,機車維修,484211,全新機車零售,,,20211026
000176,臺南市,06564906,大新營機車商行,臺南市新營區中營里中山路５６之４號,新營分局,1080919,,營業中,台灣Pay,484212,中古機車零售,772911,機車出租,,,,,20211026
000177,臺南市,06566968,名桂西點麵包,臺南市新營區民生里復興路１４４―３號,新營分局,1081225,,營業中,台灣Pay,472914,飲料零售,472923,罐頭食品零售,472922,西點麵包零售,740913,包裝設計,20211026
000178,臺南市,06567811,馬啼皮鞋,臺南市新營區民權里民權路５０之３號,新營分局,1080904,,營業中,台灣Pay,473312,鞋類及其配件（真皮鞋類及其配件除外）零售,,,,,,,20211026
000179,臺南市,06579669,青雅溫泉旅館,臺南市白河區關嶺里關子嶺１１之１２號,新營分局,1070731,,營業中,台灣Pay,932212,視聽中心,551012,旅館,,,,,20211026
000180,臺南市,06659918,四季茶行,臺南市佳里區東寧里文化路２５８號,佳里稽徵所,1070427,,營業中,台灣Pay,472915,茶葉零售,,,,,,,20211026
000181,臺南市,06660859,明津糖菓行,臺南市佳里區鎮山里中山路２２號,佳里稽徵所,1100906,,營業中,台灣Pay,454914,糖果餅乾批發,,,,,,,20211026
000182,臺南市,06665469,心得藥局,臺南市學甲區仁得里建國路８２號,佳里稽徵所,1070820,,營業中,台灣Pay,475112,西藥零售,,,,,,,20211026
000183,高雄市,06687132,大發鑄刻印行,高雄市新興區正氣里仁愛二街４３號,新興稽徵所,1081204,,營業中,台灣Pay,969018,刻印章,,,,,,,20211026
000184,高雄市,06690410,僑美蛋糕西點麵包店,高雄市苓雅區安祥里六合路５７號１樓,苓雅稽徵所,1091223,,營業中,台灣Pay,472922,西點麵包零售,,,,,,,20211026
000185,高雄市,06700466,福俊企業行,高雄市前鎮區竹中里廣西路３９號,前鎮稽徵所,1080903,,營業中,台灣Pay,484311,汽車零件、汽車百貨零售,,,,,,,20211026
000186,高雄市,06743752,金洲皮鞋店,高雄市三民區大連街１１４號,三民分局,1090807,,營業中,感應付款-信用卡或金融卡,473311,真皮鞋類及其配件零售,473312,鞋類及其配件（真皮鞋類及其配件除外）零售,,,,,20211026
000187,高雄市,06752294,阿明洗衣店,高雄市三民區漢口街３８號１樓,三民分局,1080918,,營業中,台灣Pay,961011,洗衣服務,,,,,,,20211026
000188,高雄市,06763460,昆德機車行,高雄市楠梓區建昌里右昌街７４號,楠梓稽徵所,1081128,,營業中,台灣Pay,484314,機車零件、機車百貨零售,959100,機車維修,,,,,20211026
000189,高雄市,06778484,大都會體育運動廣場,高雄市三民區寶安里民成街４７號,三民分局,1090608,,營業中,台灣Pay,476299,其他運動用品及器材零售,473299,其他服裝及其配件零售,,,,,20211026
000190,高雄市,06786689,綠亭冰菓店,高雄市新興區南港里忠孝一路４６４號１樓,新興稽徵所,1081115,,營業中,台灣Pay,563111,冰果店、冷（熱）飲店,,,,,,,20211026
000191,高雄市,06787462,林森鎖匙行,高雄市新興區南港里林森一路２５８號１樓,新興稽徵所,1081204,,營業中,台灣Pay,959917,開鎖及配鎖,,,,,,,20211026
000192,高雄市,06807690,一甲企業行,高雄市三民區寶盛里教仁路１０６號４樓,三民分局,1081022,,營業中,台灣Pay,964000,家事服務,,,,,,,20211026
000193,高雄市,06829408,雞伯燒酒雞,高雄市新興區建興里八德二路７６－１號１樓,新興稽徵所,1071016,,營業中,台灣Pay,561115,餐館、餐廳,,,,,,,20211026
000194,高雄市,06847519,傑米髮容造型,高雄市苓雅區同慶里四維二路１６號,苓雅稽徵所,1091207,,營業中,台灣Pay,962111,美髮院及髮廊,,,,,,,20211026
000195,高雄市,06849571,伊慧美容坊,高雄市左營區光輝里和光街１４２巷３號,左營稽徵所,1081230,,營業中,台灣Pay,962111,美髮院及髮廊,,,,,,,20211026
000196,高雄市,06967582,四季逗黑砂糖木瓜牛奶,高雄市苓雅區鼓中里自強三路１１４號,苓雅稽徵所,1090416,,營業中,台灣Pay,563111,冰果店、冷（熱）飲店,,,,,,,20211026
000197,高雄市,06977174,正昇行,高雄市三民區延吉街１０８號,三民分局,1090922,,營業中,台灣Pay,472999,未分類其他食品、飲料及菸草製品零售,,,,,,,20211026
000198,高雄市,06989220,小帆船小吃店,高雄市新興區忠孝一路４６２號,新興稽徵所,1090608,,營業中,台灣Pay,561112,便當、自助餐店,,,,,,,20211026
000199,高雄市,07841534,時代鐘錶眼鏡行,高雄市林園區東林里東林西路３２號１樓,鳳山分局,1070416,,營業中,台灣Pay,474412,眼鏡及其零配件零售,475199,其他藥品及醫療用品零售,474411,鐘錶及鐘錶零件零售,,,20211026
000200,高雄市,07904832,小人國童鞋專賣店,高雄市旗山區大德里延平一路６５０號１樓,旗山稽徵所,1081111,,營業中,台灣Pay,473311,真皮鞋類及其配件零售,473312,鞋類及其配件（真皮鞋類及其配件除外）零售,,,,,20211026
000201,高雄市,07908703,釆藝行,高雄市旗山區湄洲里華中街４號,旗山稽徵所,1081111,,營業中,台灣Pay,473999,未分類其他服飾品零售,563111,冰果店、冷（熱）飲店,561113,麵店、小吃店,,,20211026
000202,高雄市,07980845,信昌鎖印店,高雄市三民區自強一路２５４號,三民分局,1080930,,營業中,台灣Pay,959917,開鎖及配鎖,969018,刻印章,485299,未分類其他全新商品零售,,,20211026
000203,屏東縣,08033644,樹之屋,屏東縣東港鎮新街里新學路１９８號,東港稽徵所,1080528,,營業中,街口支付,962111,美髮院及髮廊,563111,冰果店、冷（熱）飲店,,,,,20211026
000204,屏東縣,08044240,達欣餐廳,屏東縣琉球鄉本福村中山路２４－８號,東港稽徵所,1100820,,營業中,台灣Pay,561113,麵店、小吃店,561115,餐館、餐廳,,,,,20211026
000205,屏東縣,08044537,海豐電機行,屏東縣新園鄉鹽埔村新生路１２２號,東港稽徵所,1091211,,營業中,台灣Pay,340012,船舶維修,,,,,,,20211026
000206,屏東縣,08078579,大展皮鞋行,屏東縣潮州鎮同榮里中山路９３號,潮州稽徵所,1070423,,營業中,台灣Pay,473312,鞋類及其配件（真皮鞋類及其配件除外）零售,473311,真皮鞋類及其配件零售,475199,其他藥品及醫療用品零售,,,20211026
000207,屏東縣,08089956,通海渡假旅店,屏東縣恆春鎮墾丁里墾丁路通海巷３之１號,恆春稽徵所,1071015,,營業中,感應付款-信用卡或金融卡,551013,民宿,487113,經營網路購物,,,,,20211026
000208,花蓮縣,08130836,同福豆腐食品店,花蓮縣花蓮市國富里國富三街１號,花蓮分局,1081101,,營業中,台灣Pay,472927,豆類製品零售,,,,,,,20211026
000209,臺中市,08290967,鴻賓書城,臺中市神岡區社口里中山路６５８號,豐原分局,1080916,,營業中,台灣Pay,476111,文具零售,476112,書籍、雜誌零售,,,,,20211026
000210,臺中市,08294056,真足味自助餐,臺中市神岡區神洲里豐洲路７６８號,豐原分局,1080423,,營業中,台灣Pay,561113,麵店、小吃店,,,,,,,20211026
000211,臺中市,08297440,弘益文具行,臺中市潭子區潭秀里中山路２段４５６號,豐原分局,1080924,,營業中,台灣Pay,476111,文具零售,,,,,,,20211026
000212,彰化縣,08353744,烟腸財食品行,彰化縣彰化市西安里民族路３７４號,彰化分局,1071220,,營業中,QRCODE,472919,肉鬆、肉乾、火腿、臘味零售,,,,,,,20211026
000213,彰化縣,08359698,中美美術廣告社,彰化縣福興鄉福興村龍舟路１８０號,彰化分局,1070905,,營業中,台灣Pay,620212,系統規劃、分析及設計,,,,,,,20211026
000214,彰化縣,08359698,中美美術廣告社,彰化縣福興鄉福興村龍舟路１８０號,彰化分局,1091008,,營業中,台灣Pay,620212,系統規劃、分析及設計,,,,,,,20211026
000215,彰化縣,08372123,達進服裝行,彰化縣彰化市莿桐里彰水路５０－２號,彰化分局,1081001,,營業中,台灣Pay,473211,服裝零售,,,,,,,20211026
000216,桃園市,08382754,遠來鐘錶隱形眼鏡行,桃園市中壢區中原里興農路７８號１樓,中壢稽徵所,1081125,,營業中,台灣Pay,474411,鐘錶及鐘錶零件零售,474412,眼鏡及其零配件零售,475113,醫療耗材零售,,,20211026
000217,桃園市,08392818,大統童車玩具行,桃園市中壢區中榮里中正路２０３號１樓,中壢稽徵所,1080830,,營業中,台灣Pay,476312,玩具（模型玩具除外）零售,475299,其他化粧品零售,476399,其他玩具及娛樂用品零售,464211,電子器材、電子設備批發,20211026
000218,桃園市,08403884,來新棉被行,桃園市八德區大成里建國路１０７３號一樓,桃園分局,1081213,,營業中,台灣Pay,474311,寢具零售,,,,,,,20211026
000219,桃園市,08405383,永祥刻印鎖匙行,桃園市桃園區長德里力行路２３２號,桃園分局,1090527,,營業中,台灣Pay,959917,開鎖及配鎖,,,,,,,20211026
000220,桃園市,08406720,花季花坊,桃園市中壢區中央里建國北路２７號,中壢稽徵所,1081122,,營業中,台灣Pay,485111,切花、盆栽零售,,,,,,,20211026
