序號,縣市,統一編號,營業人名稱,營業人地址,稽徵機關,開始適用日期,停止適用日期,營業狀況,接受行動支付工具,行業代號,行業代號名稱,行業代號1,行業代號名稱1,行業代號2,行業代號名稱2,行業代號3,行業代號名稱3,資料集日期
009476,桃園市,85255545,大紅袍餐飲店,桃園市桃園區明德里中埔六街１８８號１樓,桃園分局,1090131,,營業中,台灣Pay,561115,餐館、餐廳,,,,,,,20211026
009477,桃園市,85256045,妮莫義式小館,桃園市龍潭區三林里民族路５２０號（１樓）,大溪稽徵所,1090710,1100204,非營業中,台灣Pay,561115,餐館、餐廳,,,,,,,20211026
009478,桃園市,85256734,小小米粉企業社,桃園市中壢區新街里元化路２２４號１２樓,中壢稽徵所,1090331,,營業中,街口支付,487113,經營網路購物,,,,,,,20211026
009479,桃園市,85256761,立豐小吃,桃園市楊梅區楊明里新農街３８１號（１樓）,楊梅稽徵所,1090610,,營業中,LINE,561115,餐館、餐廳,,,,,,,20211026
009480,桃園市,85257017,品言小吃店,桃園市桃園區永安里力行路１６９巷１號,桃園分局,1090215,1090924,營業中,台灣Pay,561115,餐館、餐廳,,,,,,,20211026
009481,桃園市,85257038,鍋兒滾藝文二代店,桃園市桃園區同德里中埔六街６號（１樓）,桃園分局,1090211,,營業中,感應付款-信用卡或金融卡,561115,餐館、餐廳,,,,,,,20211026
009482,桃園市,85257184,琪姐小吃店,桃園市中壢區中正里榮民路１６６號１樓,中壢稽徵所,1090130,,非營業中,街口支付,561111,早餐店,,,,,,,20211026
009483,桃園市,85258965,金綸小吃店,桃園市桃園區西門里民族路２７１號（１樓）,桃園分局,1090130,1090923,營業中,街口支付,561115,餐館、餐廳,,,,,,,20211026
009484,桃園市,85259471,鈞如意茶飲行,桃園市八德區大昌里介壽路二段３７２號１樓,桃園分局,1090619,,營業中,台灣Pay,563111,冰果店、冷（熱）飲店,,,,,,,20211026
009485,桃園市,85259747,日光食堂,桃園市桃園區中聖里中山路８２５號,桃園分局,1090213,,營業中,台灣Pay,561115,餐館、餐廳,,,,,,,20211026
009486,桃園市,85260195,七九發小吃店,桃園市蘆竹區南崁里新南路一段７９號１樓,桃園分局,1090407,,營業中,LINE,561113,麵店、小吃店,,,,,,,20211026
009487,桃園市,85260505,珍媽實業社,桃園市桃園區汴洲里０２２鄰水汴一路１０４巷３號,桃園分局,1090227,,營業中,台灣Pay,561113,麵店、小吃店,,,,,,,20211026
009488,桃園市,85262172,辛梅小吃店,桃園市平鎮區廣達里環南路１６７號１樓,中壢稽徵所,1100318,,營業中,台灣Pay,561113,麵店、小吃店,,,,,,,20211026
009489,桃園市,85262623,環毛氈護生志業手作,桃園市桃園區武陵里００９鄰民生路５２號１０樓之３,桃園分局,1090319,,營業中,台灣Pay,473199,其他布疋零售,,,,,,,20211026
009490,桃園市,85263221,元喜小吃店,桃園市蘆竹區錦中里南崁路一段３１號１樓,桃園分局,1090303,,營業中,台灣Pay,561115,餐館、餐廳,,,,,,,20211026
009491,桃園市,85263469,等等吧怪人友善空間,桃園市龍潭區大平里００４鄰民治路３６７號１樓,大溪稽徵所,1090909,,營業中,台灣Pay,563111,冰果店、冷（熱）飲店,,,,,,,20211026
009492,桃園市,85264592,尚沂機車行,桃園市八德區瑞發里介壽路二段９４５號,桃園分局,1090504,,營業中,台灣Pay,959100,機車維修,484211,全新機車零售,,,,,20211026
009493,桃園市,85265136,小靚廚房早餐店,桃園市桃園區雲林里大豐路９６號,桃園分局,1090604,,營業中,街口支付,561111,早餐店,,,,,,,20211026
009494,桃園市,85265142,善姨廚房早餐店,桃園市龜山區大同里德明路２１０號１樓,桃園分局,1090603,,營業中,街口支付,561111,早餐店,,,,,,,20211026
009495,桃園市,85265163,元信雜貨行,桃園市桃園區長安里力行路４８號,桃園分局,1090406,,營業中,台灣Pay,472999,未分類其他食品、飲料及菸草製品零售,,,,,,,20211026
009496,桃園市,85265620,綠意坊,桃園市中壢區莊敬里強國路１２１號,中壢稽徵所,1090326,,非營業中,台灣Pay,485111,切花、盆栽零售,472914,飲料零售,474917,清潔用品零售,,,20211026
009497,新北市,85266183,老度咖啡,新北市瑞芳區深澳路１８９之８號旁,瑞芳服務處,1081219,,營業中,台灣Pay,563112,咖啡館,474199,其他家用電器零售,,,,,20211026
009498,新北市,85266705,宇樂義式冰淇淋商行,新北市板橋區新埔里文化路１段３８３―１號１樓,板橋分局,1091225,,營業中,台灣Pay,472931,乳製品（奶粉除外）零售,,,,,,,20211026
009499,宜蘭縣,85267280,傳藝鄉村小棧,宜蘭縣五結鄉協和村傳藝路一段５６巷９－３號,羅東稽徵所,1100107,,營業中,台灣Pay,551013,民宿,,,,,,,20211026
009500,新竹市,85268865,富辰商行,新竹市東　區關帝里武昌街６５號,新竹分局,1080715,,營業中,台灣Pay,563111,冰果店、冷（熱）飲店,,,,,,,20211026
009501,新北市,85269533,日昌派報社,新北市永和區頂溪里忠孝街２６巷２７弄２號,中和稽徵所,1080910,,營業中,台灣Pay,969099,未分類其他個人服務,,,,,,,20211026
009502,桃園市,85270258,永旺商行,桃園市八德區福興里廣興一路與中正北路交叉口（興仁花園夜市）（Ｆ７；Ｆ８；Ｇ７）,桃園分局,1101005,,營業中,台灣Pay,561200,餐食攤販,,,,,,,20211026
009503,宜蘭縣,85275872,卜安寵物,宜蘭縣宜蘭市民權里００３鄰女中路二段３４２號,宜蘭分局,1080926,,營業中,台灣Pay,969021,寵物照顧及訓練,485222,寵物飼品零售,485221,寵物用品零售,,,20211026
009504,宜蘭縣,85275872,卜安寵物,宜蘭縣宜蘭市民權里００３鄰女中路二段３４２號,宜蘭分局,1100525,,營業中,台灣Pay,969021,寵物照顧及訓練,485222,寵物飼品零售,485221,寵物用品零售,,,20211026
009505,桃園市,85276942,賴承煊,桃園市桃園區慈文里慈文路３３８號,桃園分局,1090928,,營業中,台灣Pay,561115,餐館、餐廳,,,,,,,20211026
009506,新北市,85281157,每日啡商行,新北市永和區正興里中正路７４６號１樓,中和稽徵所,1080911,,營業中,街口支付,563111,冰果店、冷（熱）飲店,,,,,,,20211026
009507,新北市,85281558,ＥＶＥＲＹＤＡＹ　ＣＡＦＥ永安店,新北市中和區中和路４００巷２１號之１,中和稽徵所,1080917,,營業中,街口支付,563111,冰果店、冷（熱）飲店,,,,,,,20211026
009508,基隆市,85283129,禾新藥局,基隆市中正區新富里新豐街２０５巷７號,信義稽徵所,1081202,,營業中,台灣Pay,475112,西藥零售,,,,,,,20211026
009509,花蓮縣,85284513,愛麗賓民宿,花蓮縣鳳林鎮南平里００１鄰平康路１７號,花蓮分局,1090429,,營業中,台灣Pay,551013,民宿,,,,,,,20211026
009510,新北市,85286414,喬伊企業社,新北市新店區大同里大豐路３４號,新店稽徵所,1090619,,營業中,台灣Pay,561113,麵店、小吃店,,,,,,,20211026
009511,桃園市,85299585,昕饗食堂,桃園市桃園區同安里同德五街２５號１樓,桃園分局,1090825,,營業中,台灣Pay,561112,便當、自助餐店,,,,,,,20211026
009512,桃園市,85299585,昕饗食堂,桃園市桃園區同安里同德五街２５號１樓,桃園分局,1090923,,營業中,街口支付,561112,便當、自助餐店,,,,,,,20211026
009513,桃園市,85299585,昕饗食堂,桃園市桃園區同安里同德五街２５號１樓,桃園分局,1091012,,營業中,LINE,561112,便當、自助餐店,,,,,,,20211026
009514,新竹縣,85302646,居食膳,新竹縣竹北市華興街３６０號,竹北分局,1090622,,營業中,台灣Pay,561113,麵店、小吃店,,,,,,,20211026
009515,新竹縣,85302651,駿德店,新竹縣新埔鎮中正路７２８號１樓,竹北分局,1090529,,營業中,台灣Pay,561113,麵店、小吃店,,,,,,,20211026
009516,新竹縣,85302667,宏宜商行,新竹縣竹北市莊敬三路９０號,竹北分局,1090312,,營業中,台灣Pay,563111,冰果店、冷（熱）飲店,,,,,,,20211026
009517,新竹縣,85302667,宏宜商行,新竹縣竹北市莊敬三路９０號,竹北分局,1090513,,營業中,LINE,563111,冰果店、冷（熱）飲店,,,,,,,20211026
009518,新竹縣,85303286,山外清水麵,新竹縣竹北市文興路二段５０３號、５０５號,竹北分局,1090618,,營業中,台灣Pay,561115,餐館、餐廳,,,,,,,20211026
009519,新竹縣,85305165,品客小吃店,新竹縣竹北市福德里三民路３１８號１樓,竹北分局,1090721,,營業中,街口支付,561111,早餐店,,,,,,,20211026
009520,新竹縣,85305334,清河堂商行,新竹縣竹東鎮商華里０１２鄰公園路４７號１樓,竹東稽徵所,1090929,,營業中,台灣Pay,472915,茶葉零售,,,,,,,20211026
009521,新竹縣,85305572,阿蔡小吃店,新竹縣竹北市博愛街６１１號１樓,竹北分局,1090529,,營業中,街口支付,561111,早餐店,,,,,,,20211026
009522,新竹縣,85305670,非炸不可,新竹縣竹北市華興街３５８號,竹北分局,1090622,,營業中,台灣Pay,561113,麵店、小吃店,,,,,,,20211026
009523,新竹縣,85305714,宸亞企業社,新竹縣竹北市斗崙里縣政三街５５號１樓,竹北分局,1100824,,營業中,Pi拍錢包,561111,早餐店,,,,,,,20211026
009524,新竹縣,85306713,豐粟商行,新竹縣竹北市北崙里縣政十街４７號,竹北分局,1090529,,營業中,感應付款-信用卡或金融卡,561115,餐館、餐廳,,,,,,,20211026
009525,新竹縣,85307261,拉凡德手作坊竹北文興店,新竹縣竹北市東平里文興路一段６２號,竹北分局,1090602,,營業中,台灣Pay,472922,西點麵包零售,,,,,,,20211026
009526,新竹縣,85307348,柑仔小吃店,新竹縣竹北市北崙里博愛街１９１、１９３號１樓,竹北分局,1090923,,營業中,街口支付,561111,早餐店,,,,,,,20211026
009527,新竹縣,85307591,有炫餐飲店,新竹縣竹北市斗崙里福興路５９６號１樓,竹北分局,1090618,,營業中,台灣Pay,561111,早餐店,,,,,,,20211026
009528,新竹縣,85308493,鯊食比亞,新竹縣新豐鄉重興村振興街２２號１樓,竹北分局,1100824,,營業中,Pi拍錢包,561111,早餐店,,,,,,,20211026
009529,花蓮縣,85309021,欣隆行,花蓮縣吉安鄉永安村０１１鄰吉安路一段５５―２１號１樓,花蓮分局,1090406,,營業中,台灣Pay,561112,便當、自助餐店,,,,,,,20211026
009530,桃園市,85310815,豬豬坊肉品,桃園市中壢區五權里五穀街２０號對面,中壢稽徵所,1081223,,營業中,台灣Pay,472211,畜肉零售,,,,,,,20211026
009531,宜蘭縣,85317943,興台灣雞腿王便當社,宜蘭縣宜蘭市東門里中山路三段１４６號１樓,宜蘭分局,1090330,,營業中,台灣Pay,561112,便當、自助餐店,,,,,,,20211026
009532,宜蘭縣,85320362,車潔坊汽車美容,宜蘭縣羅東鎮南昌里中正南路４２－１號１樓,羅東稽徵所,1091209,,營業中,台灣Pay,951200,汽車美容,,,,,,,20211026
009533,宜蘭縣,85320551,靚羽咖啡工作室,宜蘭縣大同鄉松羅村泰雅路二段９６－６號一樓,羅東稽徵所,1090416,,營業中,台灣Pay,561115,餐館、餐廳,,,,,,,20211026
009534,宜蘭縣,85320975,金正好小吃部,宜蘭縣蘇澳鎮蘇北里０１２鄰太平路２１號一樓,羅東稽徵所,1090416,,營業中,台灣Pay,561113,麵店、小吃店,,,,,,,20211026
009535,宜蘭縣,85321340,悠宅養生館,宜蘭縣礁溪鄉玉石村忠孝路４７號１樓,宜蘭分局,1090805,,營業中,台灣Pay,969015,按摩服務,681112,不動產租賃,475299,其他化粧品零售,,,20211026
009536,宜蘭縣,85321622,詠鐸商行,宜蘭縣宜蘭市泰山里泰山路復國巷１２８號,宜蘭分局,1100907,,營業中,台灣Pay,561111,早餐店,,,,,,,20211026
009537,宜蘭縣,85323656,晚點邂逅食堂,宜蘭縣礁溪鄉德陽村００２鄰溫泉路６２號１樓,宜蘭分局,1090716,,營業中,台灣Pay,561115,餐館、餐廳,,,,,,,20211026
009538,新北市,85327668,品蓉寵物工作室,新北市板橋區嵐翠里懷德街８０之１號（１樓）,板橋分局,1090914,,營業中,台灣Pay,485222,寵物飼品零售,,,,,,,20211026
009539,新北市,85327674,聖均飲料店,新北市深坑區萬福里北深路３段１８０號,新店稽徵所,1090305,,營業中,LINE,472914,飲料零售,,,,,,,20211026
009540,新北市,85328414,賺元堡小吃店,新北市三峽區鳶山里文化路２６６之１３號（１樓）,板橋分局,1090122,,營業中,街口支付,561115,餐館、餐廳,,,,,,,20211026
009541,新北市,85328462,新趨勢美髮院,新北市鶯歌區建國里光明街１８２號（１樓）,板橋分局,1090620,,營業中,台灣Pay,962111,美髮院及髮廊,,,,,,,20211026
009542,新北市,85329027,尹凡美甲藝術工作室,新北市永和區永樂里永和路一段１１０巷８號,中和稽徵所,1090217,,營業中,台灣Pay,962299,其他美容美體服務,,,,,,,20211026
009543,新北市,85329785,堯弟早餐店,新北市新店區寶安里民權路５號,新店稽徵所,1090415,,營業中,台灣Pay,561111,早餐店,,,,,,,20211026
009544,新北市,85330072,伍豐小吃店,新北市五股區民義里工商路１９３號,新莊稽徵所,1090122,,營業中,街口支付,561111,早餐店,,,,,,,20211026
009545,新北市,85330214,貝多工作室,新北市八里區大崁里觀海大道３９號,淡水稽徵所,1090224,,營業中,台灣Pay,473999,未分類其他服飾品零售,,,,,,,20211026
009546,新北市,85332515,圓大小吃店,新北市蘆洲區保和里得勝街８號（１樓）,三重稽徵所,1090323,,營業中,台灣Pay,561111,早餐店,,,,,,,20211026
009547,新北市,85333471,懷博商行,新北市中和區枋寮里枋寮街４２號,中和稽徵所,1090210,,營業中,台灣Pay,487113,經營網路購物,472999,未分類其他食品、飲料及菸草製品零售,,,,,20211026
009548,新北市,85334197,來沅昌商行,新北市板橋區明翠里四維路１１３號,板橋分局,1090408,,非營業中,LINE,472914,飲料零售,,,,,,,20211026
009549,新北市,85338686,夢美髮型沙龍,新北市淡水區新春街１４８之２號,淡水稽徵所,1090506,,營業中,感應付款-信用卡或金融卡,962112,理髮店,,,,,,,20211026
009550,新北市,85338905,老王小吃店,新北市中和區秀成里自立路１３７號１樓,中和稽徵所,1100625,,營業中,感應付款-信用卡或金融卡,561115,餐館、餐廳,,,,,,,20211026
009551,新北市,85338980,育立小吃店,新北市蘆洲區成功里長安街２６８號（１樓）,三重稽徵所,1090421,,營業中,街口支付,561111,早餐店,,,,,,,20211026
009552,新北市,85339094,銅桌實業商行,新北市三重區重新里重新路２段９５號１樓,三重稽徵所,1100830,,營業中,台灣Pay,561113,麵店、小吃店,,,,,,,20211026
009553,新北市,85339279,艾倪堡小吃店,新北市新店區公崙里安康路２段１０７巷１號,新店稽徵所,1090526,,營業中,街口支付,561111,早餐店,,,,,,,20211026
009554,新北市,85339411,吳澄樂小吃店,新北市新莊區恆安里中港路５０號,新莊稽徵所,1090304,,營業中,街口支付,561111,早餐店,,,,,,,20211026
009555,新北市,85339616,徠品饌堂,新北市汐止區新昌里忠孝東路２８８號,汐止稽徵所,1090408,,營業中,LINE,561113,麵店、小吃店,,,,,,,20211026
009556,新北市,85339643,九龍城茶飲,新北市瑞芳區三爪子坑路９４號（營業地址：瑞芳明燈段６３１地號）,瑞芳服務處,1090313,,營業中,LINE,486112,飲料零售攤販,,,,,,,20211026
009557,新北市,85340986,高興清粥小菜,新北市淡水區長興街６８號,淡水稽徵所,1090612,,非營業中,台灣Pay,561115,餐館、餐廳,,,,,,,20211026
009558,新北市,85341789,禾湘廚坊,新北市汐止區北峰里康寧街４２４號（１樓）,汐止稽徵所,1090507,,非營業中,街口支付,561111,早餐店,,,,,,,20211026
009559,新北市,85342083,運亨堡小吃店,新北市汐止區金龍里明峰街１２５―３號,汐止稽徵所,1100316,,營業中,街口支付,561111,早餐店,,,,,,,20211026
009560,新北市,85342099,大丰堡小吃店,新北市新店區大同里大豐路１６巷２號（１樓）,新店稽徵所,1090408,,營業中,街口支付,561113,麵店、小吃店,,,,,,,20211026
009561,新北市,85342112,鑫豐五金材料行,新北市淡水區中正路２段４０之１號５樓,淡水稽徵所,1090330,,營業中,台灣Pay,487113,經營網路購物,,,,,,,20211026
009562,新北市,85342345,總裁老豆咖啡館,新北市永和區仁愛里仁愛路１１８號,中和稽徵所,1090602,,營業中,街口支付,563111,冰果店、冷（熱）飲店,,,,,,,20211026
